MonthlyCharges,TotalCharges,Churn,PlanDurationMonths,SeniorCitizen,Partner_Yes,Dependents_Yes,InternetService_Fiber optic,InternetService_nan,MultipleLines_Yes,Type_encoded,OnlineSecurity_bin,OnlineBackup_bin,DeviceProtection_bin,TechSupport_bin,StreamingTV_bin,StreamingMovies_bin,ChargeRatio,TotalServices,LongTermCustomer
-1.1603229160349193,-0.9926105235902257,0,-1.2731246761744837,0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.275643655008429,-0.5617762440782015,0
-0.2596289419448806,-0.17216470898960817,0,0.08674445631800781,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0.03272299590391475,-0.02051905022830094,1
-0.3626603559551803,-0.9580659010627455,1,-1.2331285252188222,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,-1.2346438790770051,-0.02051905022830094,0
-0.7465354629935549,-0.1936723762720431,0,0.5267021168302845,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1,0,0,0.45307915376140073,0.5207381436215996,1
0.19736523310080326,-0.9388744441030343,1,-1.2331285252188222,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.2290888190611964,-1.103033437928102,0
1.1595456961969886,-0.6437892489880273,1,-0.9931516194848531,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,1,1,-0.9815166091218633,0.5207381436215996,0
0.8089065291619363,-0.14573785216462656,0,-0.4332055061055919,0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,1,0,-0.4267121652701431,-0.02051905022830094,0
-1.1636465100352518,-0.8725867105812734,0,-0.9131593175735301,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,-0.9036900863111301,-0.5617762440782015,0
1.330710787214099,0.33808539553347106,1,-0.1932286003716228,0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,1,1,1,-0.13450604603923774,1.0619953374715,1
-0.28621769394753876,0.5330441272690194,0,1.2066366830765303,0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,1.2094317470019698,-0.02051905022830094,1
-0.4922805219681379,-0.7466069281710316,0,-0.7931708647065455,0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,-0.8381111355736722,-0.5617762440782015,0
-1.5225946620711341,-0.8616012559077836,0,-0.673182411839561,0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,-0.6151064188452977,-1.103033437928102,0
1.182810854199314,1.5006244452274227,0,1.046652079253884,0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,1,0,1,1,0.9855749619046388,0.5207381436215996,1
1.2941512532104444,1.2161496993050833,1,0.6866867206529306,0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,0,1,1,0.6583921212320833,1.0619953374715,1
1.3539759452164248,0.17925954483241316,0,-0.3132170532386073,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,1,1,1,-0.28109237672399445,1.6032525313214008,1
1.611554480242174,2.4774254861848592,0,1.4866097397661608,0,1.0,1.0,1.0,0.0,1.0,2.0,1,1,1,1,1,1,1.5182816829874384,2.1445097251713015,1
-1.4660935640654862,-0.5544717671146129,0,0.806675173519915,0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.6978922665422315,-1.103033437928102,1
1.393859073220412,2.251142767227713,0,1.5666020416774837,0,0.0,1.0,1.0,0.0,1.0,2.0,1,0,1,0,1,1,1.4968385768973884,1.0619953374715,1
-0.31779183695069496,-0.7726808386611219,1,-0.9131593175735301,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,-0.927124118340103,-0.02051905022830094,0
0.8404806721650927,-0.18390017462474187,0,-0.4732016570612534,0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,0,1,-0.4751541620364846,0.5207381436215996,0
-0.8346107040023594,-0.988286930987808,1,-1.2731246761744837,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,-1.275643655008429,-0.02051905022830094,0
-1.4943441130683104,-0.9165505884211634,0,-0.833167015662207,0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-0.9009761409717811,-1.103033437928102,0
-1.4827115340671475,-0.9968899979007819,1,-1.2731246761744837,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,-1.275643655008429,-1.103033437928102,0
-0.1615829189350795,0.5406104143232504,0,1.046652079253884,0,1.0,0.0,0.0,0.0,1.0,2.0,0,1,0,1,0,0,1.0629511330812822,-0.02051905022830094,1
-0.17155370093607614,0.3046657894484568,0,0.6866867206529306,0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0.7100788023264042,0.5207381436215996,1
-0.31446824295036285,-0.33050525848019063,0,-0.11323629846029976,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,-0.1909113547499244,-0.02051905022830094,1
1.1495749141959914,1.0894640242250588,1,0.6066944187416075,0,1.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,1,1,0.6273343252669553,0.5207381436215996,1
-1.1486903370337564,-0.9924561095687108,1,-1.2731246761744837,0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.275643655008429,-0.5617762440782015,0
0.8471278601657574,1.8043127072554035,0,1.6065981926331454,0,1.0,0.0,0.0,0.0,1.0,2.0,1,1,1,1,1,1,1.5533011024108216,2.1445097251713015,1
-0.0020504069191315333,-0.5235227853738373,1,-0.6331862608838994,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,-0.629357059208541,-0.02051905022830094,0
1.0498670941860242,1.9796829174044883,0,1.5666020416774837,1,1.0,0.0,1.0,0.0,1.0,2.0,1,1,1,1,0,0,1.5393702306239885,1.0619953374715,1
1.0216165451832002,-0.9256389565446128,0,-1.2331285252188222,1,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,-1.2389645042739785,0.5207381436215996,0
0.046141706085686136,-0.1788045119147496,0,-0.2332247513272843,0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,-0.16414742221969775,1.0619953374715,1
-1.481049737066981,-0.9968679387548512,0,-1.2731246761744837,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,-1.275643655008429,-1.103033437928102,0
-0.6484894399837535,-0.9858163066435692,0,-1.2731246761744837,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.275643655008429,-1.103033437928102,0
1.1678546811978192,2.193546337202649,0,1.6065981926331454,0,1.0,1.0,1.0,0.0,1.0,2.0,1,1,0,1,1,0,1.635188970566913,1.0619953374715,1
0.16412929309748078,-0.8659689668020626,1,-1.1131400723518377,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,-1.131437748277966,-1.103033437928102,0
0.33363258711442517,0.5596695164073775,0,0.566698267785946,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0.6124914488970195,-0.5617762440782015,1
1.3822264942192488,0.5600886401800608,1,0.046748305362346296,0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,0,1,1,0.04065450963071741,1.0619953374715,1
1.099721004191008,-0.5180962354748845,1,-0.8731631666178685,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,1,1,-0.8569724054056598,0.5207381436215996,0
-0.5055748979694671,-0.7959091193261516,0,-0.9131593175735301,0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,-0.9259512537713145,-0.5617762440782015,0
0.14751132309581955,1.1438177597983101,0,1.5266058907218223,0,1.0,1.0,0.0,0.0,1.0,2.0,1,1,0,0,1,0,1.5465539339179435,0.5207381436215996,1
-1.462769970065154,-0.8212550780005288,0,-0.6331862608838994,0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,-0.4967352445905394,-1.103033437928102,0
0.5014740841312035,1.1390088659854167,0,1.2466328340321917,0,0.0,0.0,0.0,0.0,1.0,2.0,1,1,1,1,1,0,1.1591697473702212,1.6032525313214008,1
0.3801629031190768,-0.5727808582370959,0,-0.7931708647065455,0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,1,0,-0.792606071043227,1.0619953374715,0
0.6560212051466532,0.7177894744386527,0,0.6866867206529306,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,0.5635356035441992,-0.5617762440782015,1
-0.5155456799704636,-0.9629850906052922,0,-1.2331285252188222,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.2362220318230546,-0.5617762440782015,0
0.5280628361338618,-0.9421833159926397,1,-1.2331285252188222,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,-1.2436298927925689,-0.5617762440782015,0
0.4981504901308714,0.8550414804194837,0,0.806675173519915,0,0.0,0.0,0.0,0.0,1.0,2.0,1,0,0,1,1,1,0.8341131846561601,1.0619953374715,1
-0.020330173920958795,0.8710564203651738,0,1.4866097397661608,0,1.0,1.0,0.0,0.0,1.0,2.0,1,0,1,1,0,0,1.3800595702461207,0.5207381436215996,1
0.8471278601657574,0.6878110951188281,0,0.44670981491896145,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,1,0,0.41315418917332386,-0.02051905022830094,1
1.141265929195161,-0.37647651859977455,1,-0.7131785627952225,0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,1,1,-0.7310622585963416,1.0619953374715,0
0.1574821050968162,-0.23254059140194083,0,-0.3132170532386073,1,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,1,0,-0.2909403895220322,0.5207381436215996,1
0.5280628361338618,-0.7263786913525774,1,-0.9931516194848531,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,-0.9970230929833102,-0.5617762440782015,0
0.33529438411459117,0.9602856656548654,0,1.1266443811652072,1,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,0,1,1.1044737086111929,1.6032525313214008,1
1.0199547481830342,-0.2325847096938023,1,-0.593190109928238,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,1,-0.5697485897070974,-0.02051905022830094,0
1.1595456961969886,1.778613802246135,0,1.2466328340321917,0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,1,1,1.2588432033902621,0.5207381436215996,1
1.4520219682262263,2.1161849124236753,0,1.3666212868991763,1,1.0,1.0,1.0,0.0,1.0,1.0,0,1,1,1,1,1,1.3367565802964674,1.6032525313214008,1
-1.3231790220511994,-0.6112299495943104,0,0.08674445631800781,0,1.0,1.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,0.14110063123786887,-1.103033437928102,1
1.42044782522307,2.459138454208307,0,1.6065981926331454,0,0.0,0.0,1.0,0.0,1.0,2.0,0,0,1,1,1,1,1.6542212991449226,1.0619953374715,1
1.1877962451998125,1.0709122824973383,0,0.6066944187416075,0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,1,1,0.5880812245233284,0.5207381436215996,1
0.8354952811645946,1.3989759007787455,0,1.1266443811652072,0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,1,0,1.1489405660699348,-0.02051905022830094,1
-0.7531826509942192,0.3010039712239601,0,1.6065981926331454,0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0,0,0,1.5443831964395047,0.5207381436215996,1
